NO,NO2,NOx,NH3,CO,SO2
20.21,47.58,44.25,32.12,1.21,20.15
32.04,51.8,57.11,32.83,1.5,16.92
36.6,52.71,60.95,36.98,1.49,21.68
20.82,40.33,40.59,45.86,1.21,11.99
11.83,34.52,29.66,33.81,0.99,13.09
13.32,41.51,34.89,27.2,1.06,17.94
26.16,53.92,53.14,28.45,1.28,18.9
37.41,61.45,66.06,29.84,1.3,20.59
34.62,65.84,68.16,29.53,1.45,23.61
69.58,71.8,97.8,33.5,1.75,21.99
44.18,56.83,69,34.26,1.47,19.82
45.28,57.24,69.74,40.73,1.56,21.54
10.15,32.22,26.31,48.12,1.07,14.15
11.7,30.33,26.82,43.32,1.03,12.64
14.93,36,32.65,34.34,1.14,13.67
14.43,42.68,36.36,35.7,1.29,15.82
20.85,44.85,42.88,35.27,1.13,16.15
14.19,35.32,32.74,32.37,1.11,14.44
23.42,51,50.16,38.84,1.47,13.47
57.24,62.84,85.14,35.74,1.86,21.74
47.15,61.53,76.01,36.64,1.63,15.19
44.64,49.86,65.68,32.16,1.41,13.52
16.55,30.46,30.61,34.98,0.92,11.57
13.33,34.53,31.46,30,1.03,11.79
18.67,37.07,37.54,23.77,1.07,12.89
26.39,47.15,49.69,23.84,1.18,17.56
11.58,20.56,21.83,24.86,0.8,9.54
13.34,27.51,26.75,26.8,0.89,11.07
15.97,32.32,31.79,25.6,1.03,8
17.37,37.14,36.51,35.53,1.12,12.69
10.57,31.19,26.95,29.5,0.92,9.7
13.56,44.78,37.67,32.14,1.22,12.23
12.77,44.12,37.1,32.1,1.11,14.97
6.64,23.02,19.84,31.36,0.95,10.11
9.51,25.93,22.57,28.84,0.92,10.74
11.18,32.24,29.27,28.87,1.07,11.91
15.67,37.39,34.44,30.64,1.16,12.87
17.87,39.94,38.24,29.35,1.16,13.46
19.71,38.37,37.84,27.53,1.02,14.43
16.84,34.56,35.19,23.72,0.93,11.99
22.46,33.03,39.12,25.87,1.04,12.82
10.44,31.09,27.68,26.07,0.94,12.22
7.78,28.13,23.43,27.24,0.99,12.02
7.3,26.57,21.33,33.05,0.99,9.75
12.82,29.23,27,28.65,1.11,9.75
18.04,34.77,34.24,37.63,1.2,11.05
12.04,29.91,26.12,36.77,1,10.18
11.02,28.87,25.63,32.3,1.08,10.67
12.56,32.85,28.57,33.43,1.15,10.64
11.93,30.38,26.68,32.19,1.11,9.52
13.97,31.36,29.11,33.73,1.04,10.41
15,29.87,29.36,32.06,0.97,9.64
14,26.97,27.19,33.13,1.05,8.96
11.09,23.13,22.98,28.61,0.97,9.11
11.36,25.1,24.71,26.67,0.95,9.85
11.57,27.17,26.07,25.07,1.09,10.39
8.59,27.54,23.74,26.39,1.05,9.64
11.08,28.44,26.68,25.91,1.03,8.91
19.36,37.14,37.88,26.54,1.24,8.86
29.13,40.79,49.35,30.83,1.41,9.95
14.59,37.1,34.22,34.1,1.15,8.6
23.14,33.89,40.01,37.02,1.39,8.83
31.57,33.03,45.91,43.72,1.55,8.95
26.12,39.89,46.01,45.51,1.61,9.05
22.05,40.29,42.88,44.36,1.41,8.83
16.78,33.52,33.55,37.17,0.94,8.76
13.26,31.61,29.95,36.06,0.99,8.92
11.98,25.34,25.46,30.26,1,8.67
9.12,21.89,21.22,28.65,0.89,8.43
10.8,25.11,24.31,31.27,0.92,8.97
10.37,26.92,25.19,33.49,0.97,9.36
10.23,26.45,24.98,33.79,0.93,8.78
10.07,28.4,26.51,33.55,0.94,8.79
11.86,30.96,29.14,32.66,1.03,8.45
16.87,31,33.32,35.33,1.07,9.43
17.79,30.9,34.32,34.25,1.13,9.96
20.62,34.64,38.54,37.17,1.24,9.37
19.57,34.68,37.25,42.32,1.14,8.26
22.98,31.82,38.88,33.65,1.22,9.81
15.06,28.9,30.82,30.9,1.01,10.61
9.54,22.08,21.86,28.01,0.86,9.3
9.02,22.06,21.47,24.4,0.87,8.47
11.45,25.93,25.93,25.93,0.96,8.65
13.19,26.18,27.51,24.89,1.02,8.14
17.85,27.12,32.07,29.25,1.1,8.37
16.96,31.9,33.85,29.08,1.19,8.5
18.56,25.03,32.56,31.29,1.04,8.51
13.71,21.51,26.32,27.58,0.87,8.61
14.08,19.1,24.77,25.82,0.81,7.67
17.56,20.93,25.39,23.25,0.98,8.57
26.99,28.59,38.82,25.62,1.31,8.6
19.92,26.86,31.87,33.03,1.23,8.12
15.16,32.68,32.26,34.19,1.14,7.81
23.36,42.21,44.39,34.28,1.21,8.41
37.04,40.32,54.52,36.4,1.3,8.36
41.65,41.76,59.19,41.36,1.47,8.78
11.09,31.71,27.89,34.91,0.93,8.23
15.89,31.6,31.88,29.89,0.99,8.55
21.99,34.48,39.32,31.99,1.17,10.01
19.01,34.62,37.1,34.95,1.07,9.64
11.52,30.6,27.72,32.6,0.93,8.24
12.89,32.44,30.15,33.69,1.02,9.33
18.34,40.79,40.39,38.62,1.41,9.14
12.03,32.08,29.57,41.15,1.11,8.41
10.33,31.91,27.85,36.31,1.07,8.81
13.02,36.51,32.78,36.34,1.21,8.95
10.62,36.99,30.78,37.13,1.22,9.03
9.99,29.09,25.41,33.31,0.97,9.25
12.15,30.05,27.49,34.35,0.99,10.9
14.46,30.9,30.5,30.75,1,8.17
10.61,26.84,24.75,32.14,0.9,8.72
13.78,30.47,29.46,30.37,1,8.45
16.24,34.12,34.48,29.2,1.07,9.49
15.86,39.69,37.15,31.57,1.15,9.54
9.71,34.01,28.38,30.72,0.99,8.91
9.52,29.75,25.5,28.56,0.88,8.16
7.91,26.05,21.91,25.04,0.77,8.48
10.34,27.77,24.91,24.48,0.91,8.55
19.02,36.18,37.24,26.11,1.13,8.35
14.08,38.18,34.26,27.51,1.12,8.64
7.76,31.3,25.04,25.54,0.86,9.46
7.22,24.15,20.35,22.6,0.78,9.29
13.55,31.73,30.32,24.91,0.95,10.81
17.26,31.43,32.82,24.45,0.99,9.63
17.88,30.66,33.12,26.2,0.91,9.32
11.33,30.02,27.61,25.37,0.93,9.9
16.67,34.98,34.14,25.61,0.98,9.19
11.53,29.99,27.25,24.88,0.9,8.94
12.62,27.25,26.71,24.04,0.83,10.43
9.94,24.52,22.68,22.32,0.78,10.3
11.93,26.18,25.22,21.94,0.77,10.01
8.13,22.84,19.7,21.99,0.74,8.85
12.1,27.89,26.39,22.01,0.92,8.22
12.82,28,26.89,23.99,0.96,8.5
17.97,29.72,32.24,24.63,1.05,8.95
30.13,36.77,46.78,27.17,1.25,10.42
17.87,34.07,35.15,26.21,0.99,8.34
20.52,33.82,36.22,23.56,1.03,8.08
18.29,36.98,37.52,26.89,0.99,8.62
13.36,33.46,31.6,26.98,0.91,8.25
17.58,33.4,34.71,23.12,0.85,8.91
40.81,45.5,58.38,25.59,1.37,11.9
34.75,50.32,54.51,29.71,1.34,13.83
35.13,48.05,53.08,31.79,1.37,11.02
35.55,48.54,53.06,33.54,1.44,11.26
43.72,51.27,63.23,34.93,1.65,12.75
52.78,50.83,68.23,34.7,1.73,11.46
67.74,58.61,86.5,36.03,2.18,13.31
39,53.03,62.13,38.12,1.77,13.22
18.94,46.51,42.73,35.08,1.44,14.95
13.39,39.62,34.81,33.94,1.14,11.36
31.61,51.37,53.94,33.65,1.18,11.33
35,48.83,53.46,33.32,1.26,10.64
34.79,51.05,55.42,31.9,1.3,11.11
34.86,50.05,57.98,29.84,1.37,11.7
56.07,57.92,80.24,34.38,1.79,14.08
84.08,67.36,108.93,41.69,2.46,18.87
42.42,52.55,64.73,37.02,1.72,15.17
61.19,56.43,83.98,40.14,1.92,12.76
46.63,48.37,68.91,40.04,1.77,13.21
35.11,48.45,59.73,40.16,1.77,18.03
58.36,60.03,86.74,49,2.43,12.71
87.7,63.87,113.63,52.82,2.67,13.81
99.58,71.37,123.63,55.54,2.92,15.86
62.6,73.61,96.68,58.29,2.59,16.32
34.23,54.1,61.32,49.38,1.93,12.88
28.98,49.67,53.58,56.52,2.39,10.2
29.75,44.53,51.48,39.67,1.47,11.68
32.28,44.32,53.16,33.01,1.43,13.17
57.56,54.77,81.72,31.99,1.52,11.58
29.02,51.64,54.77,37.3,1.58,11.95
51.48,52.79,73.74,38.97,1.68,14.04
35.56,44.01,56.07,35.4,1.34,11.58
30.88,50.35,56.41,32.4,1.44,13.95
45.96,61.36,75.05,37.01,1.79,15.18
51.47,66.1,83.09,40.72,2.25,14.41
62.74,73.6,94.33,43.4,2.5,15.12
77.46,82.63,114.67,50.55,2.92,16.26
44.06,59.35,73.02,50.12,2.35,14.14
23.38,42.35,45.36,35.82,1.34,12.89
14.48,33.78,32.29,29.55,0.92,10.78
29.18,40.05,49.47,29.79,1.26,10.55
52.44,52.79,77.11,33.12,1.6,12.05
79.63,77.62,106.76,40.19,2.21,14.74
104.83,91.65,135.9,44.56,3,19.85
83.99,75.08,113.99,42.17,2.4,16.02
33.69,52.7,60.68,34.6,1.3,11.64
19.82,43.51,42.87,34.33,1.01,11.35
44.39,53.29,69.13,35.67,1.45,13.59
49.17,53.83,73.89,37.04,1.41,17.65
19.37,42.94,41.04,34.32,0.89,10.71
10.57,32.3,27.14,30.25,0.65,8.99
29.65,41.9,49.52,31.59,1.03,10.14
34.59,45.04,56.55,36.65,1.21,9.87
38.19,50.39,63.15,36.51,1.17,11.39
50.45,57.23,77.73,38.4,1.49,11.18
53.47,60.85,82.31,38.81,1.49,11.37
77.61,71.65,107.88,43.21,1.95,13.48
115.56,91.53,148.59,55.2,2.95,14.48
73.76,69.73,103.48,57.17,2.03,13.41
79.28,66.41,107.56,55.32,2.32,15.4
109.28,68.59,137.04,58.01,2.88,13.69
87.59,68.28,114.07,56.75,2.32,12.34
85.62,72.63,115.07,59.1,2.41,12.49
106.35,85.56,138.71,68.66,3.2,14.71
46.67,64.36,76.85,70.65,2.01,12.61
13.29,41.21,32.94,50.03,1.14,7.9
26.2,41.29,43.17,38.62,1.18,9.04
26.19,39.9,43.01,38.46,1.15,8.5
21.68,35.06,36,39.25,1.04,7.17
27.2,32.7,40.32,46.78,1.07,7.26
29.59,44.41,48.79,51.81,1.24,7.98
51.02,55.64,72.47,57.3,1.92,9.64
40.57,60.58,66.4,58.04,2.16,9.92
37.13,50.24,57.35,62.14,1.71,8.52
19.33,38.96,36.7,57.51,1.13,6.67
26.86,39.83,44.43,53.04,1.28,7
38.02,56.72,64.46,53.3,1.76,8.7
22.4,39.77,40.79,48.52,1.2,6.96
19.25,45.08,41.2,51.83,1.17,6.99
28.66,54.6,54.95,52.64,1.39,7.88
60.13,55.98,83.47,50.47,1.96,10.26
32.73,57.76,61.51,49.61,1.86,10.25
54.97,55.61,79.04,50.75,2.24,11.15
44.49,47.5,64.57,48.22,1.8,11.03
109.53,64.18,135,56.85,3.15,18.49
120.76,64.8,143.71,58.26,3.32,19.95
111.09,55.65,131.13,53.02,2.8,14.93
86.58,57.67,110.2,53.46,2.2,12.85
29.99,48.25,54.3,47.94,1.23,9.59
35.49,51.19,60.14,47.01,1.27,11.34
24.08,44.9,46.56,43.53,1.18,12.74
26.65,38.64,45.09,44.73,1.13,8.67
14.71,32.3,31.03,36.87,0.89,7.28
27.73,45.12,50.71,37.73,1.3,9.44
43.83,53.28,69.66,40.97,1.54,11.65
90.44,59.91,113.97,48.65,2.26,12.35
61.38,55.04,84.22,53.64,2.11,11.59
21.19,38.08,40.99,46.34,1.16,9.24
29.61,47.45,54.26,41.76,1.17,10.68
28.99,44.21,51.19,43.54,1.11,10.44
31.58,36.19,49.2,40.15,1.14,9.69
39.64,43.78,60.8,39.56,1.32,9.65
18.6,34.18,36.38,38.38,0.96,8.69
30.68,38.21,49.07,39.27,1.39,9.65
63.49,48.18,83.32,48.02,1.93,12.24
66,44.3,82.89,45.17,1.9,10.95
15.4,35.26,33.47,36.32,0.79,8.71
23.68,44,45.88,34.23,0.99,10.73
58.83,56.31,84.2,41.37,1.48,12.36
74.63,50.94,95.06,48.8,2.09,12.81
89.41,67.09,116.25,53.66,2.19,14.72
17.85,42.01,37.97,42.76,1.26,11.12
30.9,42.24,48.65,38.01,1.24,9.85
30.79,45.04,50.9,36.77,1.08,10.06
31.8,47.35,53.46,34.03,1.1,9.9
49.25,44.25,67.5,35.95,1.26,10.02
33.12,45.28,54.17,36.46,1.2,10.32
50.47,53.71,73.96,37.5,1.51,11.4
92.85,64.8,115.76,43.09,2.21,15.26
41.58,53.35,67.5,40.07,1.3,13.31
33.37,51.82,60.54,36.16,1.18,12.08
64.24,58.46,88.53,38.38,1.51,14.21
30.62,47.55,54.41,40.72,1.16,14.39
35.28,50.75,60.36,40.04,1.29,14.64
56.93,56.48,82.69,39.99,1.61,14.83
83.94,60.12,107.57,39.73,1.89,14.37
38.78,55.96,64.65,40.92,1.29,16.24
15.54,41.59,37.63,36.91,0.95,16.49
12.35,34.6,30.48,34.06,0.82,13.53
18.16,44.57,41.54,32.48,0.91,17.59
42.02,57.15,70.95,38.77,1.38,19.61
61.48,61.17,88.49,42.77,1.61,18.85
39.22,59.91,67.21,37.01,1.39,23.01
87.96,59.9,111.77,44.11,2,20.13
10.13,44.05,32.65,39.61,0.99,14.91
8.84,33.27,26.24,35.81,0.83,10.45
29.86,41.23,50.12,33.46,1.2,13.38
41.97,42.24,61.5,38.33,1.26,14.3
29.23,44.2,51.6,33.19,1.02,15.94
27.87,46.76,52.38,39.61,1.22,18.24
56.86,50.67,78.58,42.7,1.54,17.61
22.85,46.15,46.13,43.64,1.23,14.7
8.21,33.92,26.32,41.44,0.97,11.55
9.66,33.98,27.57,34.88,0.83,12.05
20.57,40.73,41.36,31.4,0.97,12.19
64.58,50.23,85.92,39.78,1.58,15.81
50.52,46.6,71.98,37.02,1.22,15.48
40.18,45.62,60.78,37.32,1.1,16.22
11.78,32.97,28.54,32.27,0.81,11.32
12.55,33.71,29.75,29.56,0.87,10.42
17.41,35.53,34.85,29.01,0.82,11.84
45.65,37.14,61.74,31.51,1.11,12.61
18.86,32.29,34.79,29.29,0.75,13.33
14.46,30.22,29.74,30.99,0.84,17.21
10.1,29.76,24.99,32.88,0.76,13.82
21.91,36.74,39.57,35.31,0.94,13.68
29.31,40.53,49,31.36,0.87,15.42
14.67,34.59,32.7,34.29,0.76,11.59
26.33,41.09,46.69,31.09,0.9,13.92
21.37,41.52,44.12,31.07,0.89,14.8
26.05,43.5,48.87,32.31,1,15.06
29.29,45.86,53.31,32.99,1.07,14.93
37.81,45.67,59.24,36.15,1.14,17.66
30.21,51.26,55.88,34.3,1.24,19.71
31.58,46.04,54.04,36.61,1.18,18.55
14.49,29.85,30.31,32.61,0.92,16.63
11.75,25.96,25.31,30.31,0.78,15.17
12.3,27.07,26.48,31.91,0.81,15.81
13.09,21.11,22.57,34.43,0.68,11.49
9.02,16.58,17.41,33.68,0.58,12.82
8.34,15.32,15.89,27.4,0.53,11.04
9.87,17.52,18.34,25.22,0.54,10.28
8.74,16.6,16.42,23.98,0.52,10.39
8.29,17.52,16.62,23.21,0.58,12.47
9.36,18.03,18.01,26.5,0.56,12.33
10.4,19.17,19.26,26.73,0.62,13
9.91,17.18,17.72,22.22,0.6,10.84
9.29,20.07,19.33,21.54,0.61,11.99
10.07,22.38,21.19,23.06,0.68,12.59
10.99,24.42,22.78,25.14,0.81,16.03
11.05,24.37,22.68,26.41,0.81,15.59
8.5,19.27,17.38,25.53,0.6,13.46
8.38,18.56,16.51,23.41,0.56,12.85
8.49,21.37,18.16,23.84,0.66,14.2
9.8,27.12,23.3,27.71,0.81,16.32
9.54,23.64,21.9,28.33,0.83,18.38
5.48,17.59,14.66,26.99,0.67,15.7
7.16,23.4,19.83,27.95,0.83,19.86
8.83,25.71,22.96,28.76,0.93,17.38
10.37,24.55,24.05,28.36,0.93,14.89
11.86,25.01,25.66,30.36,0.94,19.42
8.12,15.83,16.95,26.06,0.64,14.08
8.45,15.45,17.02,27.18,0.68,12.63
10.13,19.72,20.82,29.94,0.71,13.17
12.38,24.56,25.55,31.57,1.02,15.06
8.89,19.64,19.57,29.75,0.82,15.36
10.78,24.79,24.17,29.39,0.86,17.34
9.42,24.83,22.92,30.02,0.91,17.39
11,25.62,24.87,32.62,0.99,18.62
9.6,18.68,19.91,28.65,0.75,12.76
8.42,17.45,17.77,31.61,0.77,16.21
8.28,14.8,16.38,29.94,0.76,15.59
10.32,17.35,20.03,28.6,0.86,17.6
12.66,20.11,22.66,28.86,0.91,19.08
12.73,17.61,20.45,32.99,0.84,17.42
12.02,26.98,27.17,33.7,0.97,17.12
127.81,7.76,135.57,101.97,1.94,3.34
125.76,7.95,133.71,102.66,1.12,3.46
126.22,7.8,134.02,104.05,1.17,3.48
125.14,7.95,133.09,103.2,1.2,3.54
152.12,5.9,156.21,133.25,1.24,3.49
133.5,7.48,140.31,107.43,1.37,3.64
67.41,16.13,83.55,36.6,1.35,3.59
44.57,19.16,63.72,19.41,1.35,3.54
43.56,19.28,62.85,28.95,1.27,3.58
41.56,19.55,61.12,27.62,1.17,3.53
39.98,19.76,59.74,26.53,1.08,3.54
39.32,13.29,57.08,26.07,1.13,3.53
37.19,5.13,52.02,24.66,1.41,3.44
34.89,3.9,43.67,23.18,1.41,3.48
33.26,0.72,29.33,21.83,1.36,3.64
66.03,0.69,53.2,44.3,1.51,3.78
80.98,0.33,65.59,56.08,1.33,3.64
84.83,0.68,84.43,74.95,1.23,3.61
73.25,0.68,73.89,64.53,1.42,3.46
99.92,2.63,98.17,58.5,1.36,3.67
78.8,0.36,78.9,17.96,1.46,3.66
79.95,0.81,79.9,14.05,1.36,3.87
81.76,0.27,81.43,15.4,1.04,4.08
69.33,0.87,70.2,12.57,1.33,3.54
65.8,1.19,67,11.86,1.28,3.47
63.43,1.42,64.85,11.41,1.64,3.53
60.95,1.63,62.59,10.94,1.39,3.45
59.45,1.77,61.22,10.68,1.61,3.47
59.83,1.72,61.55,10.8,1.39,3.51
58.97,1.79,60.76,10.66,1.22,3.52
57.9,1.89,59.79,10.47,1.5,3.52
57.31,1.94,59.25,10.41,1.53,3.65
57.44,1.89,59.34,10.52,1.35,3.65
56.91,1.94,58.86,10.45,1.55,3.7
57.27,1.89,59.16,10.71,1.73,3.99
53.8,2.24,56.05,9.75,1.41,3.52
53.02,2.32,55.34,9.59,1.24,3.53
53.02,2.31,55.32,9.66,1.58,3.6
51.02,2.47,53.49,9.34,1.63,3.67
0.94,6.94,7.86,0.18,1.76,4.29
0.59,6.96,7.53,0.11,1.87,4.12
0.27,6.99,7.16,0.05,1.79,3.98
0.09,7,7,0.02,1.25,3.62
0.13,7,7.01,0.02,1.35,3.57
0.8,6.99,7.08,0.15,1.48,3.62
0.06,7,6.98,0.01,1.32,3.63
0.12,5,6.03,1.04,1.68,3.91
0.11,5,5.99,1,1.37,3.86
0.98,2.99,2.4,2,1.68,4.05
0.99,2.99,2.43,2.04,1.48,3.58
0.99,2.99,2.43,2.05,1.38,3.51
1,2.99,2.44,2.07,1.58,3.52
0.98,2.99,2.42,2.04,1.6,4.04
0.99,2.99,2.44,2.05,1.85,4
1,3,2.44,2.05,1.7,3.53
1.3,3.14,3.27,2.43,1.54,3.43
2.07,3.5,5.31,3.44,1.52,3.5
2.05,3.5,5.27,3.41,1.11,3.45
2.1,3.5,5.31,3.44,1.25,3.41
2.07,3.5,5.29,3.42,1.25,3.22
2.06,3.5,5.28,3.41,1.15,3.47
2.04,3.5,5.25,3.39,1.1,3.19
2.08,3.5,5.28,3.41,1.17,3.12
2.12,3.5,5.33,3.48,1.15,3.13
2.06,3.51,5.28,3.44,1.16,3.39
2.05,3.5,5.26,3.39,1.26,3.57
3.21,2.98,5.63,3.43,1.23,3.48
6.97,1.3,6.79,3.44,1.29,3.48
6.94,1.3,6.75,3.38,1.29,3.53
6.95,1.3,6.76,3.4,1.25,3.46
6.96,1.3,6.77,3.43,1.21,3.43
6.96,1.3,6.78,3.41,1.17,3.18
6.96,1.3,6.76,3.38,1.31,3.41
6.96,1.3,6.77,3.41,1.38,3.54
6.95,1.3,6.76,3.4,1.23,3.19
5.64,1.96,6.77,3.4,1.13,3.08
4.26,2.8,6.77,3.4,1.18,3.1
4.3,2.82,6.35,3.41,1.23,3.21
3.93,3.62,5.54,3.43,1.48,3.67
5.13,3.5,5.29,3.42,1.44,3.61
6.36,3.15,5.28,3.42,1.34,3.37
6.36,3.19,5.28,3.41,1.3,3.11
6.39,3.66,5.3,3.44,1.29,3.1
6.37,3.55,5.29,3.43,1.45,3.64
6.36,3.16,5.28,3.42,1.48,3.63
6.14,2.73,5.15,3.4,1.46,3.41
77.8,0.19,72.09,109.88,1.12,3.35
10.12,0.06,9.19,18.23,1.12,2.72
11.71,0.06,10.61,25.49,1.05,4.95
6.49,28.84,24.71,39.69,1.16,4.8
6.56,27.15,24.08,41.15,1.06,12.3
10.48,27.52,26.92,39.4,0.97,16.04
31.82,28.16,45.99,33.94,0.97,17.83
6.75,23.13,22.26,34.01,0.77,15.82
6.63,25.83,23.64,29.39,0.92,16.29
4.09,25.06,20.72,32.17,0.89,14.62
8.29,30.02,24.22,38.11,0.88,13.28
13.32,30.6,30.07,32.89,0.84,12.68
6.43,25.9,18.59,31.5,0.82,14.36
9.08,27.24,24.04,28.03,0.97,15.87
7.21,24.94,21.39,45.16,1.06,15.9
8.85,25.66,22.97,62.83,1.18,19.73
19.96,30.5,35.47,54.53,1.28,19.43
24.1,28.31,36.81,51.6,1.23,19.95
18.22,18.07,26.78,57.77,1.11,15.81
13.97,16.63,21.9,74.89,0.88,16.66
15.15,19.83,25.12,62.06,1.13,17.25
7.66,15.96,16.31,56.53,0.81,18.26
8.08,17.61,17.3,54.29,0.97,16.44
8.13,15.06,15.59,54.02,0.75,16.27
6.32,15.96,11.76,52.39,0.56,16.42
5.31,14.19,9.72,48.2,0.54,15.31
5.82,14.65,10.57,48.37,0.49,14.77
5.3,13.75,10.04,45.05,0.5,18.73
4.84,12.76,8.93,42.26,0.55,18.56
5.26,13.39,9.79,40.83,0.52,17.01
6.31,14.94,10.74,38.89,0.55,15.91
12.23,16,10.82,40.42,0.52,15.97
5.33,12.75,9.72,37.53,0.47,15.3
5.55,12.52,9.22,35.59,0.52,14.86
7.51,15.9,12.04,36.33,0.69,15.2
5.54,14.5,10.57,36.91,0.65,15.57
5.26,11.95,8.78,35.85,0.43,14.66
5.04,10.94,8.45,34.39,0.42,14.11
4.98,12.14,9.19,33.63,0.47,14.14
8.54,18.33,13.59,33.84,0.68,14.23
10.44,18.3,15.15,34.72,0.81,14.52
5.49,16.41,10.09,35.82,0.6,14
6.16,17.19,11.64,34.84,0.76,13.83
6.89,19.88,13.53,37.1,0.81,13.28
7.03,18.25,12.74,39.87,0.79,13.21
7.98,17.1,12.94,38.95,0.83,13.53
5.4,12.66,9.64,37.36,0.62,12.42
4.98,12.87,8.86,36.77,0.57,12.12
5.28,15.3,10.22,37.27,0.65,12.1
10.18,19.64,15.65,40.1,0.78,12.42
4.95,14.88,9.68,36.66,0.68,10.67
5.91,18.46,12.07,37.91,0.77,11.29
8.65,18.33,12.88,38.34,0.79,10.01
5.01,15.69,13.06,36.58,0.77,9.28
4.25,12.23,10.32,40.59,0.58,8.55
11.76,13.94,11.22,43.4,0.67,8.79
4.24,10.35,9.44,38.04,0.54,7.9
4.48,11.32,10.31,37.56,0.63,7.02
4.39,13.84,11.56,28.22,0.75,7.75
4.47,12.84,10.82,22.41,0.76,7.88
6.64,17.56,14.14,12.75,1.73,8.43
4.03,9.3,16.56,29.24,0.48,14.03
3.67,10.82,17.63,23.6,0.47,14.47
3.16,9.65,15.51,19.03,0.51,16.42
2.89,11.71,17.3,16.68,0.49,27.07
15.72,13.63,40.44,17.55,1.09,25.9
58.55,21.87,119.49,23.72,1.52,23.99
48.9,19.93,101.61,23.86,1.13,25.62
12.51,10.49,31.77,23.12,0.54,18.96
30.44,24.76,76.53,24.91,1.8,19.02
47.75,17.65,97.08,28.03,1.11,16.71
11.36,13.79,33.42,27.84,0.64,17.6
6.13,11.73,22.6,25.34,0.67,15.72
18.25,11.5,42.29,22.89,0.85,16.11
38.49,18.77,83.29,18.52,1.06,22.36
50.2,18.6,102.36,18.98,1.26,21.78
42.72,15.4,86.63,21.65,0.92,16.91
3.1,9.74,15.53,18.33,0.62,20.25
4.3,10.2,17.98,21.26,0.54,19.66
17.25,15.01,44.42,23.67,0.85,16.5
44.55,21.06,95.72,24.09,1.19,19.3
49.98,21.55,105.15,23.52,1.19,18.87
32.68,19.23,74.24,21.46,1.09,24.61
33.84,17.73,74.55,23.91,1.31,23.78
43.05,16.95,88.79,25.52,0.99,23.95
14.3,21.98,47.03,19.71,1.03,21.27
41.09,30.42,100.02,22.77,1.29,23.2
37.55,24.74,88.13,27.43,1.23,20.42
26.94,23.71,69.62,26.43,1.03,17.5
13.36,24.87,48.6,24.28,1.12,21.56
43.03,31.59,104.49,25.47,1.61,27.63
16.57,16.31,44.67,25.42,0.9,21.79
8.26,15.9,30.58,21.3,0.82,20.72
6.29,12.45,23.67,17.6,0.59,22.51
2.47,8.41,13.07,14.5,0.4,24.26
4,12.05,19.48,14.17,0.72,24.23
9.08,14.69,30.63,14.97,0.86,26.9
39.03,26.61,92.58,18.56,1.21,25.51
33.81,24.83,82.09,23.34,1.12,24.25
3.88,10.6,17.76,22.19,0.67,17.84
15.8,18.47,45.75,22.37,0.93,21.41
44.78,29.01,104.59,25.66,1.26,23.39
23.24,23.92,63.81,25.77,1.26,34.54
3.37,11.86,18.25,23.15,0.5,19.19
5.84,11.66,22.08,17.19,0.76,18.67
12.89,14.85,37.05,18.8,0.76,22.37
2.57,13.17,18.32,14.1,0.43,26.11
2.54,11.69,16.7,13.07,0.37,32.4
3.58,12.24,19.01,12.53,0.46,18.57
9.85,15.92,33.23,13.76,0.74,19.42
9.78,13.05,30.04,14.9,0.64,22.18
4.23,11.5,19.28,13.98,0.48,17.93
5.18,14.44,23.96,12.78,0.56,16.14
12.41,14.69,36.13,12.7,0.75,17.21
29.45,18.87,68.61,17.3,1.03,21.65
22.78,25.1,64.26,16.62,0.95,20.12
12.13,25.11,46.8,16.31,0.88,19.03
5.16,19.16,29,13.48,0.59,18.75
3.98,16.23,23.92,10.45,0.66,17.31
3.8,16.64,24.06,9.93,0.55,16.33
11.34,18.99,38.95,10.46,0.84,17.26
18.52,13,44.3,14.55,0.78,16.8
10.25,16.64,34.65,13.91,0.8,17.35
3.93,12.81,20.17,12.75,0.52,17.64
3.35,12.7,19.12,11.27,0.54,20.37
4.9,15.48,24.64,11.48,0.59,21.73
25.1,22.46,65.24,10.86,0.8,17.64
37.94,31.12,95.62,11.7,1,18.26
38.54,31.38,96.88,14.22,1.15,17.29
29.86,35.39,86.91,15.11,0.92,16.88
10.92,17.36,36.49,14.18,0.58,16.95
2.37,10.65,15.29,10.07,0.47,18.21
2.5,11.02,15.9,7.5,0.42,18.79
2,8.73,12.61,7.8,0.36,23.19
1.93,7.25,10.96,7.04,0.35,22.41
5.84,14.02,24.56,7.02,0.58,22.91
4.18,7,14.37,7.21,0.28,28.51
37.7,13.57,69.67,99.42,0.23,48.03
13.12,15.11,33.71,37.06,0.9,31.51
6.08,17,28.18,17.89,0.81,23.26
9.73,15.16,32.22,15.17,0.56,25.18
1.8,9.28,12.9,10.98,0.36,19.51
1.53,8.06,11.16,8.96,0.38,19.39
1.59,8.33,11.54,7.62,0.39,19.61
1.92,9.44,13.27,7.66,0.43,19.7
2.48,10.32,15.13,8.63,0.57,19.81
4.49,13.27,19.4,12.61,0.49,19.73
3,11.58,17.32,14.18,0.44,19.46
1.78,12.33,16.15,10.74,0.45,18.08
2.31,11.17,15.77,8.53,0.47,17.77
3.17,14.25,20.49,8.09,0.51,17.12
2.18,9.06,13.28,7.43,0.42,16.41
4.43,12.25,20.41,7.09,0.78,16.44
